cityId,stationId,countryCode,type,cityName,regionName,regionCode,lat,lon,population,elevation,timezone,culture_hIndex,culture_cIndex,culture_rIndex,culture_aIndex,culture_iIndex,culture_nIndex,formations_mIndex,formations_rIndex,beach_gIndex,beach_wIndex,beach_bIndex,beach_sIndex,beach_rIndex,beach_nIndex,beach_uIndex,beach_oIndex
54662,ISM00040180,IL,CITY,Bnei Brak,Tel Aviv District,TA,32.080740000000006,34.8338,193774,10.0,Asia__Jerusalem,498,1203,853,375,8,82,7,0,0,0,0,0,0,0,0,0
54419,ISM00040180,IL,CITY,Jerusalem,Jerusalem District,JM,31.769040000000004,35.21633,919438,754.0,Asia__Jerusalem,1195,1046,1184,347,4,380,242,0,0,0,0,0,0,0,0,1
53982,ISM00040180,IL,CITY,Netanya,Central District,M,32.33291,34.85992,217244,35.0,Asia__Jerusalem,162,143,178,52,7,73,7,0,0,0,0,0,0,0,0,18
54062,ISM00040180,IL,CITY,Petaẖ Tiqwa,Central District,M,32.087070000000004,34.88747,236169,16.0,Asia__Jerusalem,548,1200,878,385,12,91,10,0,0,0,0,0,0,0,0,0
54343,ISM00040180,IL,CITY,West Jerusalem,Jerusalem District,JM,31.781990000000004,35.219609999999996,400000,796.0,Asia__Jerusalem,1144,979,1177,226,4,266,167,0,0,0,0,0,0,0,0,1
58115,IRM00040831,IR,CITY,Abadan,Khuzestan Province,10,30.3392,48.3043,370180,3.0,Asia__Tehran,51,29,64,20,0,0,0,0,0,0,0,0,0,0,0,0
57976,IRM00040831,IR,CITY,Khorramshahr,Khuzestan Province,10,30.440790000000003,48.18428,330606,5.0,Asia__Tehran,52,32,70,21,0,0,0,0,0,0,0,0,0,0,0,0
58408,IRM00040811,IR,CITY,Ahvaz,Khuzestan Province,10,31.31901,48.6842,1184788,17.0,Asia__Tehran,49,49,132,114,0,3,0,0,0,0,0,0,0,0,0,1
58335,IRM00040769,IR,CITY,Arāk,Markazi Province,22,34.09493,49.69809,503647,1718.0,Asia__Tehran,133,108,386,25,0,0,12,0,0,0,0,0,0,0,0,0
58472,IRM00040875,IR,CITY,Bandar Abbas,Hormozgan Province,23,27.1865,56.2808,435751,9.0,Asia__Tehran,14,10,110,2,0,9,6,0,0,0,0,0,0,0,0,0
57778,IRM00040718,IR,CITY,Bandar-e Anzalī,Gilan Province,19,37.47318,49.45785,110826,,Asia__Tehran,14,16,69,9,0,15,0,0,0,0,0,0,0,0,0,1
56869,IRM00040718,IR,CITY,Rasht,Gilan Province,19,37.276109999999996,49.58862,639951,5.0,Asia__Tehran,38,36,148,38,0,15,0,0,0,0,0,0,0,0,0,0
58478,IRM00040723,IR,CITY,Bojnūrd,North Khorasan Province,31,37.47473,57.32903,199791,1070.0,Asia__Tehran,6,27,36,9,0,0,2,0,0,0,0,0,0,0,0,0
58030,IR000408570,IR,CITY,Bushehr,Bushehr Province,06,28.968870000000003,50.83657,195222,8.0,Asia__Tehran,35,21,115,196,0,0,0,0,0,0,0,0,0,0,0,0
58764,IRM00040736,IR,CITY,Bābol,Mazandaran Province,21,36.551320000000004,52.67895,202796,0.0,Asia__Tehran,29,10,99,6,0,0,0,0,0,0,0,0,0,0,0,0
57071,IRM00040736,IR,CITY,Sari,Mazandaran Province,21,36.563320000000004,53.06009,296417,32.0,Asia__Tehran,20,21,118,28,0,6,6,0,0,0,0,0,0,0,0,0
57803,IRM00040736,IR,CITY,Āmol,Mazandaran Province,21,36.469609999999996,52.35072,199382,76.0,Asia__Tehran,53,11,75,6,0,3,0,0,0,0,0,0,0,0,0,0
58031,IRM00040809,IR,CITY,Bīrjand,South Khorasan Province,29,32.866279999999996,59.221140000000005,196982,1491.0,Asia__Tehran,70,15,73,10,0,3,6,0,0,0,0,0,0,0,0,0
58523,IR000407540,IR,CITY,Eslāmshahr,Tehran Province,07,35.55222,51.235040000000005,548620,,Asia__Tehran,614,518,960,430,6,24,19,0,0,0,0,0,0,0,0,0
58549,IR000407540,IR,CITY,Karaj,Alborz Province,32,35.83266,50.99155,1592492,1312.0,Asia__Tehran,270,543,941,160,6,42,100,0,0,0,0,0,0,0,0,0
58441,IR000407540,IR,CITY,Malārd,Tehran Province,07,35.6659,50.9767,228673,,Asia__Tehran,90,50,334,13,0,6,10,0,0,0,0,0,0,0,0,0
57633,IR000407540,IR,CITY,Qarchak,Tehran Province,07,35.428670000000004,51.57544,251834,963.0,Asia__Tehran,24,3,105,6,0,9,6,0,0,0,0,0,0,0,0,0
56832,IR000407540,IR,CITY,Robāţ Karīm,Tehran Province,07,35.4846,51.0829,105393,,Asia__Tehran,49,12,182,1,0,6,6,0,0,0,0,0,0,0,0,0
58109,IR000407540,IR,CITY,Shahrīār,Tehran Province,07,35.658840000000005,51.05775,309607,,Asia__Tehran,88,39,329,1,0,6,12,0,0,0,0,0,0,0,0,0
57751,IR000407540,IR,CITY,Tehran,Tehran Province,07,35.694390000000006,51.42151,8846782,1200.0,Asia__Tehran,773,1048,1075,571,18,80,175,0,0,0,0,0,0,0,0,0
57672,IR000407540,IR,CITY,Varāmīn,Tehran Province,07,35.3242,51.6457,225628,918.0,Asia__Tehran,19,0,55,4,0,0,0,0,0,0,0,0,0,0,0,0
58045,IRM00040738,IR,CITY,Gorgān,Golestan Province,27,36.8427,54.443909999999995,312223,148.0,Asia__Tehran,10,23,40,0,0,0,0,0,0,0,0,0,0,0,0,0
58379,IRM00040879,IR,CITY,Iranshahr,Sistan and Baluchestan,13,27.20245,60.68476,131232,562.0,Asia__Tehran,3,2,18,2,0,0,0,0,0,0,0,0,0,0,0,0
57877,IR000040841,IR,CITY,Kerman,Kerman Province,15,30.283209999999997,57.078790000000005,577514,1755.0,Asia__Tehran,64,128,137,79,0,6,2,0,0,0,0,0,0,0,0,0
58269,IR000407660,IR,CITY,Kermanshah,Kermanshah Province,17,34.314170000000004,47.065,851405,1350.0,Asia__Tehran,217,32,150,50,0,21,19,0,0,0,0,0,0,0,0,0
57159,IR000040745,IR,CITY,Mashhad,Razavi Khorasan Province,30,36.31559,59.56796,3001184,995.0,Asia__Tehran,366,197,520,275,12,166,147,0,0,0,0,0,0,0,0,0
56902,IRM00040712,IR,CITY,Orūmīyeh,West Azarbaijan Province,02,37.55274,45.07605,667499,1332.0,Asia__Tehran,20,27,266,0,0,0,0,0,0,0,0,0,0,0,0,0
57034,IRM00040731,IR,CITY,Qazvin,Qazvin Province,28,36.26877,50.0041,381598,1347.0,Asia__Tehran,38,106,202,57,0,24,26,0,0,0,0,0,0,0,0,0
57741,IRM00040747,IR,CITY,Sanandaj,Kurdistan Province,16,35.31495,46.99883,373987,1538.0,Asia__Tehran,17,21,151,32,0,3,5,0,0,0,0,0,0,0,0,0
56981,IRM00040757,IR,CITY,Semnan,Semnan Province,12,35.57691,53.39205,153680,1130.0,Asia__Tehran,69,21,166,114,12,210,210,0,0,0,0,0,0,0,0,0
57110,IRM00040798,IR,CITY,Shahr-e Kord,Chaharmahal and Bakhtiari Province,08,32.32612,50.8572,159775,2070.0,Asia__Tehran,28,24,103,2,0,0,2,0,0,0,0,0,0,0,0,0
148390,IRM00040798,IR,CITY,Shahrekord,Chaharmahal and Bakhtiari Province,08,32.31667,50.8,159775,,Asia__Tehran,27,20,91,2,0,3,5,0,0,0,0,0,0,0,0,0
57735,IR000040848,IR,CITY,Shiraz,Fars Province,14,29.61031,52.531130000000005,1460665,1500.0,Asia__Tehran,114,192,331,358,0,28,25,0,0,0,0,0,0,0,0,0
57370,IR000040706,IR,CITY,Tabriz,East Azerbaijan Province,01,38.08,46.2919,1558693,1340.0,Asia__Tehran,149,126,844,98,6,151,73,0,0,0,0,0,0,0,0,0
57380,IRM00040821,IR,CITY,Yazd,Yazd Province,25,31.89722,54.3675,486152,1216.0,Asia__Tehran,44,62,218,141,0,0,0,0,0,0,0,0,0,0,0,0
58681,IR000408560,IR,CITY,Zahedan,Sistan and Baluchestan,13,29.4963,60.8629,560725,1352.0,Asia__Tehran,11,17,142,0,0,3,1,0,0,0,0,0,0,0,0,0
56826,IRM00040729,IR,CITY,Zanjān,Zanjan Province,11,36.67642,48.49628,433475,1638.0,Asia__Tehran,64,39,254,45,0,480,482,0,0,0,0,0,0,0,0,0
58382,ICM00004130,IS,CITY,Reykjavík,Capital Region,1,64.13548,-21.895410000000002,128793,8.0,Atlantic__Reykjavik,102,478,128,18,2,94,22,0,0,0,0,0,0,0,0,0
65720,ITM00016245,IT,CITY,Acilia-Castel Fusano-Ostia Antica,Lazio,62,41.76337,12.33078,129362,5.0,Europe__Rome,185,192,271,244,0,355,0,0,0,0,0,0,0,0,0,0
62747,ITM00016245,IT,CITY,Latina,Lazio,62,41.46614,12.9043,126181,21.0,Europe__Rome,139,170,139,51,0,48,8,0,0,0,0,0,0,0,0,0
64619,ITM00016088,IT,CITY,Brescia,Lombardy,25,45.535579999999996,10.21472,197008,149.0,Europe__Rome,866,538,1004,549,8,145,207,0,0,0,0,0,0,0,0,0
58893,IT000016560,IT,CITY,Cagliari,Sardinia,88,39.230540000000005,9.11917,154411,6.0,Europe__Rome,208,341,495,133,1,152,11,3,0,0,0,0,0,0,0,4
148754,ITW00033126,IT,CITY,Catania,Sicily,82,37.47169,14.84731,311584,,Europe__Rome,56,47,124,53,0,66,75,0,0,0,0,0,0,0,0,0
62959,IT000162580,IT,CITY,Foggia,Apulia,75,41.45845,15.551879999999999,151975,76.0,Europe__Rome,70,114,178,13,0,3,0,0,0,0,0,0,0,0,0,0
63657,ITM00016148,IT,CITY,Forlì,Emilia-Romagna,45,44.22177,12.04144,117859,34.0,Europe__Rome,203,215,620,140,0,67,18,0,0,0,0,0,0,0,0,0
61628,ITM00016148,IT,CITY,Ravenna,Emilia-Romagna,45,44.41344,12.201210000000001,159162,4.0,Europe__Rome,205,186,305,50,0,75,0,0,0,0,0,0,0,0,0,0
63612,ITM00016253,IT,CITY,Giugliano in Campania,Campania,72,40.928490000000004,14.201970000000001,124361,97.0,Europe__Rome,669,993,1393,952,9,187,40,0,0,0,0,0,0,0,0,0
62289,ITM00016253,IT,CITY,Naples,Campania,72,40.85216,14.26811,972212,17.0,Europe__Rome,1281,1210,1571,1656,9,342,62,0,0,0,0,0,0,0,0,10
148795,ITM00016253,IT,CITY,Napoli,Campania,72,40.88333,14.416670000000002,972212,,Europe__Rome,1291,1333,1357,1675,9,195,110,0,0,0,0,0,0,0,0,0
62732,ITM00016158,IT,CITY,Livorno,Tuscany,52,43.544270000000004,10.32615,159020,3.0,Europe__Rome,269,267,409,345,15,286,109,48,0,0,0,0,0,0,0,25
61947,ITM00016098,IT,CITY,Mestre,Veneto,34,45.49167,12.24538,147662,2.0,Europe__Rome,298,572,1083,1514,7,60,0,0,0,0,0,0,0,0,0,0
60995,ITM00016098,IT,CITY,Padova,Veneto,34,45.40797,11.885860000000001,211560,12.0,Europe__Rome,373,337,807,314,2,22,22,0,0,0,0,0,0,0,0,0
58788,ITM00016098,IT,CITY,Venice,Veneto,34,45.437129999999996,12.33265,261905,2.0,Europe__Rome,223,543,1102,1545,6,75,0,0,0,0,0,0,0,0,0,0
59545,ITM00016098,IT,CITY,Vicenza,Veneto,34,45.54672,11.5475,112408,39.0,Europe__Rome,334,223,715,406,4,115,94,0,0,0,0,0,0,0,0,0
62349,ITM00016064,IT,CITY,Milan,Lombardy,25,45.46427,9.18951,1351562,122.0,Europe__Rome,1251,1429,1379,2007,239,562,19,0,0,0,0,0,0,0,0,1
62559,ITM00016064,IT,CITY,Monza,Lombardy,25,45.58005,9.27246,122728,162.0,Europe__Rome,1253,1042,1164,1749,83,166,4,0,0,0,0,0,0,0,0,0
61146,ITM00016064,IT,CITY,Novara,Piedmont,21,45.446940000000005,8.62118,104284,165.0,Europe__Rome,240,81,365,55,6,52,0,0,0,0,0,0,0,0,0,0
61298,IT000016134,IT,CITY,Prato,Tuscany,52,43.8805,11.09699,191749,61.0,Europe__Rome,611,625,1116,371,18,151,282,4,0,0,0,0,0,0,0,0
58372,ITM00016420,IT,CITY,Reggio Calabria,Calabria,78,38.11047,15.66129,182703,31.0,Europe__Rome,334,318,604,182,0,147,101,0,0,0,0,0,0,0,0,15
61404,ITM00016149,IT,CITY,Rimini,Emilia-Romagna,45,44.05755,12.56528,149403,5.0,Europe__Rome,224,291,345,165,0,48,0,0,0,0,0,0,0,0,0,10
60577,IT000016239,IT,CITY,Rome,Lazio,62,41.89193,12.511330000000001,2872800,20.0,Europe__Rome,1157,1320,2048,1644,18,845,561,3,0,0,0,0,0,0,0,0
60185,ITM00016522,IT,CITY,Sassari,Sardinia,88,40.72586,8.55552,123782,225.0,Europe__Rome,274,131,521,89,0,132,105,0,0,0,0,0,0,0,0,0
58539,ITM00016480,IT,CITY,Siracusa,Sicily,82,37.07542,15.28664,121171,17.0,Europe__Rome,245,181,249,204,0,173,12,0,0,0,0,3,0,0,0,7
60697,ITM00016325,IT,CITY,Taranto,Apulia,75,40.46438,17.24707,200154,15.0,Europe__Rome,131,93,184,115,0,55,2,0,0,0,0,0,0,0,0,0
59677,ITM00016219,IT,CITY,Terni,Umbria,55,42.56335,12.643289999999999,111189,130.0,Europe__Rome,113,157,218,105,4,198,106,0,0,0,0,0,0,0,0,0
148767,ITM00016061,IT,CITY,Torino,Piedmont,21,45.13333,7.36667,882523,,Europe__Rome,501,305,624,213,6,808,691,0,0,0,0,0,0,0,0,1
59692,IT000160220,IT,CITY,Trento,Trentino-South Tyrol,32,46.06787,11.121080000000001,117185,194.0,Europe__Rome,701,395,826,384,213,327,247,0,0,0,0,0,0,0,0,0
59390,ITM00016110,IT,CITY,Trieste,Friuli–Venezia Giulia,36,45.64953,13.776779999999999,204234,2.0,Europe__Rome,885,427,631,814,12,238,322,0,0,0,0,0,0,0,0,7
68251,JMM00078397,JM,CITY,Kingston,Kingston Parish,01,17.997020000000003,-76.79358,937700,9.0,America__Jamaica,66,76,620,29,0,45,17,0,0,0,0,0,0,0,0,0
68724,JMM00078397,JM,CITY,New Kingston,Saint Andrew,02,18.00747,-76.78319,583958,99.0,America__Jamaica,72,76,642,29,0,45,17,0,0,0,0,0,0,0,0,0
68353,JMM00078397,JM,CITY,Portmore,Saint Catherine Parish,14,17.95032,-76.88215,170000,,America__Jamaica,59,72,584,22,0,20,2,0,0,0,0,0,0,0,0,2
68737,JMM00078397,JM,CITY,Spanish Town,Saint Catherine Parish,14,17.99107,-76.95742,145018,,America__Jamaica,54,46,504,17,0,17,2,0,0,0,0,0,0,0,0,0
67976,JM000078388,JM,CITY,Montego Bay,Saint James Parish,08,18.47116,-77.91883,110115,,America__Jamaica,14,3,53,6,0,16,0,0,0,0,0,1,0,0,0,7
67775,IS000009972,JO,CITY,Aqaba,Aqaba Governorate,AQ,29.526670000000003,35.00778,140000,6.0,Asia__Amman,51,39,38,11,0,195,128,0,0,0,0,0,0,0,0,26
68463,JOM00040265,JO,CITY,Irbid,Irbid Governorate,IR,32.55556,35.85,1088100,620.0,Asia__Amman,639,130,315,450,0,337,450,0,0,0,0,0,0,0,0,0
68722,JOM00040265,JO,CITY,Russeifa,Zarqa Governorate,AZ,32.01778,36.04639,268237,750.0,Asia__Amman,103,101,306,89,0,7,62,0,0,0,0,0,0,0,0,0
67867,JOM00040265,JO,CITY,Zarqa,Zarqa Governorate,AZ,32.07275,36.087959999999995,792665,619.0,Asia__Amman,162,120,400,117,0,7,126,0,0,0,0,0,0,0,0,0
69171,JA000047662,JP,CITY,Abiko,Chiba Prefecture,12,35.86667,140.01667,133665,,Asia__Tokyo,826,196,971,37,0,9,0,0,0,0,0,0,0,0,0,0
150341,JA000047662,JP,CITY,Adachi Ku,Tokyo,13,35.7788,139.79509,683110,,Asia__Tokyo,597,1016,973,1090,28,60,14,0,0,0,0,0,0,0,0,0
150329,JA000047662,JP,CITY,Akishima-shi,Tokyo,13,35.70782,139.36418,112905,,Asia__Tokyo,821,723,965,88,7,64,75,0,0,0,0,0,0,0,0,0
150336,JA000047662,JP,CITY,Arakawa Ku,Tokyo,13,35.73993,139.7813,218434,,Asia__Tokyo,635,1042,1008,1040,28,45,14,0,0,0,0,0,0,0,0,0
69405,JA000047662,JP,CITY,Asaka,Saitama Prefecture,11,35.80472,139.60193999999998,142138,,Asia__Tokyo,697,1059,964,274,3,37,8,0,0,0,0,0,0,0,0,0
150800,JA000047662,JP,CITY,Bunkyō-ku,Tokyo,13,35.71745,139.74729,235026,,Asia__Tokyo,744,1033,1035,1046,26,51,14,0,0,0,0,0,0,0,0,0
68363,JA000047662,JP,CITY,Chōfu,Tokyo,13,35.659240000000004,139.54837,212977,,Asia__Tokyo,705,1086,929,298,6,49,31,0,0,0,0,0,0,0,0,0
150317,JA000047662,JP,CITY,Chōfu-shi,Tokyo,13,35.65,139.55,239650,,Asia__Tokyo,686,1100,938,307,6,49,31,0,0,0,0,0,0,0,0,0
150300,JA000047662,JP,CITY,Chūō Ku,Tokyo,13,35.66993,139.77705,166536,,Asia__Tokyo,847,984,981,1008,28,48,14,0,0,0,0,0,0,0,0,0
150314,JA000047662,JP,CITY,Edogawa Ku,Tokyo,13,35.69242,139.87566999999999,696014,,Asia__Tokyo,675,1026,914,1051,32,105,16,0,0,0,0,0,0,0,0,2
150304,JA000047662,JP,CITY,Fuchū-shi,Tokyo,13,35.66667,139.5,263932,,Asia__Tokyo,729,1078,923,99,0,45,27,0,0,0,0,0,0,0,0,0
150294,JA000047662,JP,CITY,Fujimi-shi,Saitama Prefecture,11,35.85393,139.55478,109991,,Asia__Tokyo,692,599,968,124,0,60,2,0,0,0,0,0,0,0,0,0
150232,JA000047662,JP,CITY,Higashikurume-shi,Tokyo,13,35.75821,139.52954,116482,,Asia__Tokyo,718,1042,963,131,0,30,7,0,0,0,0,0,0,0,0,0
68772,JA000047662,JP,CITY,Higashimurayama,Tokyo,13,35.75459,139.46851999999998,150556,,Asia__Tokyo,745,821,957,77,0,51,9,0,0,0,0,0,0,0,0,0
68475,JA000047662,JP,CITY,Hino,Tokyo,13,35.67306,139.40028,189945,,Asia__Tokyo,788,880,958,84,7,54,50,0,0,0,0,0,0,0,0,0
150218,JA000047662,JP,CITY,Hino-shi,Tokyo,13,35.66333,139.39865,189945,,Asia__Tokyo,794,861,962,86,7,54,56,0,0,0,0,0,0,0,0,0
150231,JA000047662,JP,CITY,Ichikawa Shi,Chiba Prefecture,12,35.71865,139.93294,495592,,Asia__Tokyo,705,1019,940,414,16,66,4,0,0,0,0,0,0,0,0,0
150208,JA000047662,JP,CITY,Itabashi-ku,Tokyo,13,35.75118,139.70927,583467,,Asia__Tokyo,672,1034,1019,1070,28,81,27,0,0,0,0,0,0,0,0,0
68470,JA000047662,JP,CITY,Iwatsuki,Saitama Prefecture,11,35.96474,139.69644,110639,,Asia__Tokyo,451,396,775,79,0,0,2,0,0,0,0,0,0,0,0,0
67980,JA000047662,JP,CITY,Kamirenjaku,Tokyo,13,35.69423,139.55495,178739,,Asia__Tokyo,691,1040,935,319,3,46,18,0,0,0,0,0,0,0,0,0
68719,JA000047662,JP,CITY,Kashiwa,Chiba Prefecture,12,35.86224,139.97732,429070,,Asia__Tokyo,827,268,976,53,0,9,0,0,0,0,0,0,0,0,0,0
68549,JA000047662,JP,CITY,Kasukabe,Saitama Prefecture,11,35.98308,139.74966,229932,,Asia__Tokyo,357,363,552,58,0,0,4,0,0,0,0,0,0,0,0,0
150140,JA000047662,JP,CITY,Katsushika Ku,Tokyo,13,35.753240000000005,139.85567,454882,,Asia__Tokyo,689,1001,986,876,22,45,14,0,0,0,0,0,0,0,0,0
68306,JA000047662,JP,CITY,Kawaguchi,Saitama Prefecture,11,35.805209999999995,139.71072,592373,,Asia__Tokyo,594,1038,944,1109,24,66,21,0,0,0,0,0,0,0,0,0
150125,JA000047662,JP,CITY,Kita-ku,Tokyo,13,35.75264,139.73348000000001,354256,,Asia__Tokyo,619,1032,1016,1073,24,39,12,0,0,0,0,0,0,0,0,0
150093,JA000047662,JP,CITY,Kodaira-shi,Tokyo,13,35.72738,139.48173,196137,,Asia__Tokyo,728,976,955,76,0,33,13,0,0,0,0,0,0,0,0,0
150097,JA000047662,JP,CITY,Koganei-shi,Tokyo,13,35.70108,139.51103999999998,125815,,Asia__Tokyo,722,1066,937,116,0,42,16,0,0,0,0,0,0,0,0,0
67788,JA000047662,JP,CITY,Kokubunji,Tokyo,13,35.702220000000004,139.47556,127790,,Asia__Tokyo,738,1017,938,73,0,39,16,0,0,0,0,0,0,0,0,0
150114,JA000047662,JP,CITY,Kokubunji-shi,Tokyo,13,35.70552,139.46125,127790,,Asia__Tokyo,743,959,944,77,3,39,16,0,0,0,0,0,0,0,0,0
150073,JA000047662,JP,CITY,Koshigaya Shi,Saitama Prefecture,11,35.90108,139.79023,345458,,Asia__Tokyo,671,457,921,93,0,6,4,0,0,0,0,0,0,0,0,0
150062,JA000047662,JP,CITY,Kōtō-ku,Tokyo,13,35.66667,139.81667,518371,,Asia__Tokyo,751,1021,920,1027,36,84,20,0,0,0,0,0,0,0,0,4
150041,JA000047662,JP,CITY,Matsudo Shi,Chiba Prefecture,12,35.79574,139.92908,492671,,Asia__Tokyo,806,604,989,118,0,9,0,0,0,0,0,0,0,0,0,0
150059,JA000047662,JP,CITY,Meguro-ku,Tokyo,13,35.641459999999995,139.69817,287776,,Asia__Tokyo,705,1104,1067,1011,32,48,20,0,0,0,0,0,0,0,0,0
150028,JA000047662,JP,CITY,Minato-ku,Tokyo,13,35.65,139.73333,259494,,Asia__Tokyo,738,1114,1037,1020,32,51,20,0,0,0,0,0,0,0,0,0
150045,JA000047662,JP,CITY,Misato Shi,Saitama Prefecture,11,35.832209999999996,139.87185,141514,,Asia__Tokyo,752,834,980,128,0,15,4,0,0,0,0,0,0,0,0,0
150052,JA000047662,JP,CITY,Mitaka-shi,Tokyo,13,35.68351,139.55963,192489,,Asia__Tokyo,706,1039,930,368,6,52,26,0,0,0,0,0,0,0,0,0
68709,JA000047662,JP,CITY,Musashino,Tokyo,13,35.706109999999995,139.55944,148326,,Asia__Tokyo,688,1058,922,325,3,52,18,0,0,0,0,0,0,0,0,0
68532,JA000047662,JP,CITY,Nagareyama,Chiba Prefecture,12,35.8563,139.90266,156000,,Asia__Tokyo,789,379,959,61,0,9,0,0,0,0,0,0,0,0,0,0
150006,JA000047662,JP,CITY,Nagareyama-shi,Chiba Prefecture,12,35.85631,139.90266,193976,,Asia__Tokyo,789,379,959,61,0,9,0,0,0,0,0,0,0,0,0,0
150012,JA000047662,JP,CITY,Nakano-ku,Tokyo,13,35.71091,139.66248000000002,341985,,Asia__Tokyo,721,1132,1012,1009,24,45,21,0,0,0,0,0,0,0,0,0
149988,JA000047662,JP,CITY,Nerima-ku,Tokyo,13,35.73551,139.65168,741649,,Asia__Tokyo,692,1078,997,1048,26,84,31,0,0,0,0,0,0,0,0,0
149957,JA000047662,JP,CITY,Niiza-shi,Saitama Prefecture,11,35.79345,139.56559,164083,,Asia__Tokyo,721,1065,984,231,0,33,9,0,0,0,0,0,0,0,0,0
68241,JA000047662,JP,CITY,Nishi-Tokyo-shi,Tokyo,13,35.72526,139.5383,195164,,Asia__Tokyo,698,1043,943,247,3,46,16,0,0,0,0,0,0,0,0,0
150872,JA000047662,JP,CITY,Nishitōkyō-shi,Tokyo,13,35.73485,139.54623999999998,205801,,Asia__Tokyo,699,1056,951,258,3,43,15,0,0,0,0,0,0,0,0,0
68610,JA000047662,JP,CITY,Noda,Chiba Prefecture,12,35.94897,139.86793,156423,,Asia__Tokyo,348,190,518,22,0,3,4,0,0,0,0,0,0,0,0,0
149951,JA000047662,JP,CITY,Noda-shi,Chiba Prefecture,12,35.98516,139.86215,156423,,Asia__Tokyo,186,181,330,14,0,0,4,0,0,0,0,0,0,0,0,0
149783,JA000047662,JP,CITY,Saitama-shi,Saitama Prefecture,11,35.861,139.64553999999998,1263979,,Asia__Tokyo,665,1053,934,1026,43,200,167,0,0,0,0,0,0,0,0,0
149880,JA000047662,JP,CITY,Setagaya-ku,Tokyo,13,35.646570000000004,139.65325,938205,,Asia__Tokyo,659,1127,1050,981,49,96,45,0,0,0,0,0,0,0,0,0
149862,JA000047662,JP,CITY,Shibuya-ku,Tokyo,13,35.66404,139.69821000000002,234728,,Asia__Tokyo,709,1143,1059,999,28,48,20,0,0,0,0,0,0,0,0,0
69725,JA000047662,JP,CITY,Shimotoda,Saitama Prefecture,11,35.815,139.6853,118731,,Asia__Tokyo,615,1013,958,499,11,28,8,0,0,0,0,0,0,0,0,0
149883,JA000047662,JP,CITY,Shinagawa-ku,Tokyo,13,35.60902,139.73017,411070,,Asia__Tokyo,690,1108,1021,1028,36,51,20,0,0,0,0,0,0,0,0,0
149869,JA000047662,JP,CITY,Shinjuku-ku,Tokyo,13,35.69384,139.70355,349511,,Asia__Tokyo,776,1109,1016,1009,24,51,18,0,0,0,0,0,0,0,0,0
149822,JA000047662,JP,CITY,Suginami-ku,Tokyo,13,35.69951,139.63641,585186,,Asia__Tokyo,704,1142,989,953,36,93,43,0,0,0,0,0,0,0,0,0
149835,JA000047662,JP,CITY,Sumida-ku,Tokyo,13,35.71072,139.8015,269627,,Asia__Tokyo,717,984,984,1035,28,48,14,0,0,0,0,0,0,0,0,0
68433,JA000047662,JP,CITY,Sōka,Saitama Prefecture,11,35.83643,139.79957,250939,,Asia__Tokyo,614,1067,929,294,8,27,4,0,0,0,0,0,0,0,0,0
150778,JA000047662,JP,CITY,Sōka Shi,Saitama Prefecture,11,35.83868,139.80216000000001,250939,,Asia__Tokyo,620,1070,931,288,8,27,4,0,0,0,0,0,0,0,0,0
149846,JA000047662,JP,CITY,Tachikawa-shi,Tokyo,13,35.71447,139.40453,180880,,Asia__Tokyo,777,777,966,88,7,43,37,0,0,0,0,0,0,0,0,0
150792,JA000047662,JP,CITY,Taitō-ku,Tokyo,13,35.71261,139.78,208562,,Asia__Tokyo,708,964,1000,1035,28,48,14,0,0,0,0,0,0,0,0,0
149819,JA000047662,JP,CITY,Toda-shi,Saitama Prefecture,11,35.81477,139.65698999999998,141724,,Asia__Tokyo,684,1029,958,343,3,28,8,0,0,0,0,0,0,0,0,0
68765,JA000047662,JP,CITY,Tokorozawa,Saitama Prefecture,11,35.79916,139.46903,339435,,Asia__Tokyo,733,690,980,93,0,78,12,0,0,0,0,0,0,0,0,0
149806,JA000047662,JP,CITY,Tokorozawa-shi,Saitama Prefecture,11,35.79968,139.45817,341409,,Asia__Tokyo,740,650,981,93,0,84,12,0,0,0,0,0,0,0,0,0
68526,JA000047662,JP,CITY,Tokyo,Tokyo,13,35.6895,139.69171,13942856,,Asia__Tokyo,755,1103,1030,1005,57,254,112,0,0,0,0,0,0,0,0,2
150830,JA000047662,JP,CITY,Toshima-ku,Tokyo,13,35.732459999999996,139.7154,300756,,Asia__Tokyo,693,1020,1011,1038,24,36,12,0,0,0,0,0,0,0,0,0
67938,JA000047662,JP,CITY,Urayasu,Tokyo,13,35.670559999999995,139.88861,143758,,Asia__Tokyo,686,1049,899,823,22,53,8,0,0,0,0,0,0,0,0,0
149787,JA000047662,JP,CITY,Urayasu-shi,Chiba Prefecture,12,35.6425,139.90192,170343,,Asia__Tokyo,717,1017,904,791,22,47,8,0,0,0,0,0,0,0,0,1
68701,JA000047662,JP,CITY,Yono,Saitama Prefecture,11,35.88333,139.63333,1077730,,Asia__Tokyo,705,1061,941,1006,35,200,171,0,0,0,0,0,0,0,0,0
149899,JA000047662,JP,CITY,Ōta-ku,Tokyo,13,35.56126,139.71605,739962,,Asia__Tokyo,694,1131,976,1071,50,67,40,0,0,0,0,0,0,0,0,2
150452,JA000047682,JP,CITY,Abiko-shi,Chiba Prefecture,12,35.86947,140.0651,133665,,Asia__Tokyo,594,140,746,26,0,6,0,0,0,0,0,0,0,0,0,0
